imagenet-zeroshot-val-top1,imagenet-zeroshot-val-top5,name,epoch
0.5739,0.83584,Model-B-16_Data-80M_Samples-3B_lr-1e-3_bs-88k.pt,30
0.5755,0.83602,Model-B-16_Data-80M_Samples-3B_lr-1e-3_bs-88k.pt,32
0.47046,0.75256,Model-B-16_Data-80M_Samples-3B_lr-1e-3_bs-88k.pt,14
0.05836,0.16078,Model-B-16_Data-80M_Samples-3B_lr-1e-3_bs-88k.pt,2
0.5656,0.83024,Model-B-16_Data-80M_Samples-3B_lr-1e-3_bs-88k.pt,27
0.253,0.4943,Model-B-16_Data-80M_Samples-3B_lr-1e-3_bs-88k.pt,5
0.50558,0.7817,Model-B-16_Data-80M_Samples-3B_lr-1e-3_bs-88k.pt,17
0.34922,0.61568,Model-B-16_Data-80M_Samples-3B_lr-1e-3_bs-88k.pt,7
0.53158,0.80416,Model-B-16_Data-80M_Samples-3B_lr-1e-3_bs-88k.pt,21
0.4886,0.76458,Model-B-16_Data-80M_Samples-3B_lr-1e-3_bs-88k.pt,15
0.57336,0.83532,Model-B-16_Data-80M_Samples-3B_lr-1e-3_bs-88k.pt,29
0.4518,0.73054,Model-B-16_Data-80M_Samples-3B_lr-1e-3_bs-88k.pt,12
0.50896,0.78708,Model-B-16_Data-80M_Samples-3B_lr-1e-3_bs-88k.pt,18
0.45186,0.7295,Model-B-16_Data-80M_Samples-3B_lr-1e-3_bs-88k.pt,16
0.3115,0.5689,Model-B-16_Data-80M_Samples-3B_lr-1e-3_bs-88k.pt,6
0.51902,0.79278,Model-B-16_Data-80M_Samples-3B_lr-1e-3_bs-88k.pt,19
0.5525,0.82122,Model-B-16_Data-80M_Samples-3B_lr-1e-3_bs-88k.pt,24
0.46406,0.7444,Model-B-16_Data-80M_Samples-3B_lr-1e-3_bs-88k.pt,13
0.55658,0.82326,Model-B-16_Data-80M_Samples-3B_lr-1e-3_bs-88k.pt,25
0.57606,0.8361,Model-B-16_Data-80M_Samples-3B_lr-1e-3_bs-88k.pt,31
0.09816,0.24236,Model-B-16_Data-80M_Samples-3B_lr-1e-3_bs-88k.pt,3
0.4246,0.70624,Model-B-16_Data-80M_Samples-3B_lr-1e-3_bs-88k.pt,11
0.56438,0.8305,Model-B-16_Data-80M_Samples-3B_lr-1e-3_bs-88k.pt,26
0.57298,0.83292,Model-B-16_Data-80M_Samples-3B_lr-1e-3_bs-88k.pt,28
0.02292,0.07356,Model-B-16_Data-80M_Samples-3B_lr-1e-3_bs-88k.pt,1
0.62542,0.87804,Model-L-14_Data-400M_Samples-3B_lr-1e-3_bs-88k.pt,4
0.5305,0.80712,Model-L-14_Data-400M_Samples-3B_lr-1e-3_bs-88k.pt,2
0.67616,0.90302,Model-L-14_Data-400M_Samples-3B_lr-1e-3_bs-88k.pt,5
0.69302,0.91306,Model-L-14_Data-400M_Samples-3B_lr-1e-3_bs-88k.pt,6
0.57358,0.84126,Model-L-14_Data-400M_Samples-3B_lr-1e-3_bs-88k.pt,3
0.35246,0.6225,Model-L-14_Data-400M_Samples-3B_lr-1e-3_bs-88k.pt,1
0.6272,0.8794,Model-L-14_Data-2B_Samples-3B_lr-1e-3_bs-88k.pt,8
0.649,0.89318,Model-L-14_Data-2B_Samples-3B_lr-1e-3_bs-88k.pt,9
0.5196,0.79842,Model-L-14_Data-2B_Samples-3B_lr-1e-3_bs-88k.pt,4
0.66926,0.90408,Model-L-14_Data-2B_Samples-3B_lr-1e-3_bs-88k.pt,10
0.37968,0.6528,Model-L-14_Data-2B_Samples-3B_lr-1e-3_bs-88k.pt,2
0.55426,0.83194,Model-L-14_Data-2B_Samples-3B_lr-1e-3_bs-88k.pt,5
0.60264,0.86348,Model-L-14_Data-2B_Samples-3B_lr-1e-3_bs-88k.pt,7
0.68896,0.91268,Model-L-14_Data-2B_Samples-3B_lr-1e-3_bs-88k.pt,12
0.58422,0.84872,Model-L-14_Data-2B_Samples-3B_lr-1e-3_bs-88k.pt,6
0.47688,0.76134,Model-L-14_Data-2B_Samples-3B_lr-1e-3_bs-88k.pt,3
0.68518,0.91096,Model-L-14_Data-2B_Samples-3B_lr-1e-3_bs-88k.pt,11
0.14314,0.32688,Model-L-14_Data-2B_Samples-3B_lr-1e-3_bs-88k.pt,1
0.6028,0.86106,Model-B-16_Data-2B_Samples-34B_lr-1e-3_bs-88k.pt,81
0.58294,0.85126,Model-B-16_Data-2B_Samples-34B_lr-1e-3_bs-88k.pt,53
0.61148,0.87148,Model-B-16_Data-2B_Samples-34B_lr-1e-3_bs-88k.pt,89
0.63934,0.88726,Model-B-16_Data-2B_Samples-34B_lr-1e-3_bs-88k.pt,118
0.58586,0.85356,Model-B-16_Data-2B_Samples-34B_lr-1e-3_bs-88k.pt,59
0.57986,0.84658,Model-B-16_Data-2B_Samples-34B_lr-1e-3_bs-88k.pt,46
0.54276,0.8212,Model-B-16_Data-2B_Samples-34B_lr-1e-3_bs-88k.pt,33
0.54938,0.82588,Model-B-16_Data-2B_Samples-34B_lr-1e-3_bs-88k.pt,20
0.61972,0.87318,Model-B-16_Data-2B_Samples-34B_lr-1e-3_bs-88k.pt,102
0.57494,0.8464,Model-B-16_Data-2B_Samples-34B_lr-1e-3_bs-88k.pt,50
0.62608,0.8805,Model-B-16_Data-2B_Samples-34B_lr-1e-3_bs-88k.pt,107
0.69872,0.91594,Model-B-16_Data-2B_Samples-34B_lr-1e-3_bs-88k.pt,163
0.60288,0.8643,Model-B-16_Data-2B_Samples-34B_lr-1e-3_bs-88k.pt,82
0.69988,0.91652,Model-B-16_Data-2B_Samples-34B_lr-1e-3_bs-88k.pt,166
0.59344,0.86074,Model-B-16_Data-2B_Samples-34B_lr-1e-3_bs-88k.pt,70
0.68028,0.9056,Model-B-16_Data-2B_Samples-34B_lr-1e-3_bs-88k.pt,150
0.5952,0.85952,Model-B-16_Data-2B_Samples-34B_lr-1e-3_bs-88k.pt,71
0.58626,0.85308,Model-B-16_Data-2B_Samples-34B_lr-1e-3_bs-88k.pt,57
0.58476,0.85216,Model-B-16_Data-2B_Samples-34B_lr-1e-3_bs-88k.pt,51
0.667,0.90038,Model-B-16_Data-2B_Samples-34B_lr-1e-3_bs-88k.pt,140
0.51852,0.79772,Model-B-16_Data-2B_Samples-34B_lr-1e-3_bs-88k.pt,8
0.58148,0.85062,Model-B-16_Data-2B_Samples-34B_lr-1e-3_bs-88k.pt,56
0.60714,0.86798,Model-B-16_Data-2B_Samples-34B_lr-1e-3_bs-88k.pt,109
0.6252,0.88002,Model-B-16_Data-2B_Samples-34B_lr-1e-3_bs-88k.pt,108
0.52478,0.80534,Model-B-16_Data-2B_Samples-34B_lr-1e-3_bs-88k.pt,9
0.56988,0.84248,Model-B-16_Data-2B_Samples-34B_lr-1e-3_bs-88k.pt,35
0.64552,0.8917,Model-B-16_Data-2B_Samples-34B_lr-1e-3_bs-88k.pt,124
0.68014,0.90646,Model-B-16_Data-2B_Samples-34B_lr-1e-3_bs-88k.pt,149
0.63136,0.88358,Model-B-16_Data-2B_Samples-34B_lr-1e-3_bs-88k.pt,112
0.5958,0.86162,Model-B-16_Data-2B_Samples-34B_lr-1e-3_bs-88k.pt,75
0.6851,0.9106,Model-B-16_Data-2B_Samples-34B_lr-1e-3_bs-88k.pt,154
0.42194,0.70064,Model-B-16_Data-2B_Samples-34B_lr-1e-3_bs-88k.pt,4
0.6377,0.88554,Model-B-16_Data-2B_Samples-34B_lr-1e-3_bs-88k.pt,117
0.6338,0.88444,Model-B-16_Data-2B_Samples-34B_lr-1e-3_bs-88k.pt,110
0.69966,0.91702,Model-B-16_Data-2B_Samples-34B_lr-1e-3_bs-88k.pt,164
0.62036,0.87602,Model-B-16_Data-2B_Samples-34B_lr-1e-3_bs-88k.pt,101
0.58222,0.84804,Model-B-16_Data-2B_Samples-34B_lr-1e-3_bs-88k.pt,54
0.6368,0.88696,Model-B-16_Data-2B_Samples-34B_lr-1e-3_bs-88k.pt,116
0.65414,0.89426,Model-B-16_Data-2B_Samples-34B_lr-1e-3_bs-88k.pt,130
0.52616,0.80424,Model-B-16_Data-2B_Samples-34B_lr-1e-3_bs-88k.pt,10
0.61018,0.87092,Model-B-16_Data-2B_Samples-34B_lr-1e-3_bs-88k.pt,92
0.65866,0.89648,Model-B-16_Data-2B_Samples-34B_lr-1e-3_bs-88k.pt,134
0.57896,0.8453,Model-B-16_Data-2B_Samples-34B_lr-1e-3_bs-88k.pt,44
0.65874,0.8976,Model-B-16_Data-2B_Samples-34B_lr-1e-3_bs-88k.pt,133
0.58346,0.85124,Model-B-16_Data-2B_Samples-34B_lr-1e-3_bs-88k.pt,55
0.58716,0.8549,Model-B-16_Data-2B_Samples-34B_lr-1e-3_bs-88k.pt,64
0.69734,0.91556,Model-B-16_Data-2B_Samples-34B_lr-1e-3_bs-88k.pt,162
0.60686,0.86886,Model-B-16_Data-2B_Samples-34B_lr-1e-3_bs-88k.pt,83
0.6552,0.89558,Model-B-16_Data-2B_Samples-34B_lr-1e-3_bs-88k.pt,131
0.56974,0.84276,Model-B-16_Data-2B_Samples-34B_lr-1e-3_bs-88k.pt,38
0.65492,0.8938,Model-B-16_Data-2B_Samples-34B_lr-1e-3_bs-88k.pt,128
0.6955,0.91504,Model-B-16_Data-2B_Samples-34B_lr-1e-3_bs-88k.pt,160
0.59286,0.8579,Model-B-16_Data-2B_Samples-34B_lr-1e-3_bs-88k.pt,68
0.66586,0.89944,Model-B-16_Data-2B_Samples-34B_lr-1e-3_bs-88k.pt,138
0.61662,0.87512,Model-B-16_Data-2B_Samples-34B_lr-1e-3_bs-88k.pt,97
0.66314,0.8973,Model-B-16_Data-2B_Samples-34B_lr-1e-3_bs-88k.pt,136
0.5854,0.84834,Model-B-16_Data-2B_Samples-34B_lr-1e-3_bs-88k.pt,52
0.6107,0.8688,Model-B-16_Data-2B_Samples-34B_lr-1e-3_bs-88k.pt,93
0.60156,0.86302,Model-B-16_Data-2B_Samples-34B_lr-1e-3_bs-88k.pt,80
0.70068,0.9175,Model-B-16_Data-2B_Samples-34B_lr-1e-3_bs-88k.pt,168
0.68454,0.90842,Model-B-16_Data-2B_Samples-34B_lr-1e-3_bs-88k.pt,152
0.62154,0.87432,Model-B-16_Data-2B_Samples-34B_lr-1e-3_bs-88k.pt,100
0.6892,0.91094,Model-B-16_Data-2B_Samples-34B_lr-1e-3_bs-88k.pt,156
0.60908,0.86826,Model-B-16_Data-2B_Samples-34B_lr-1e-3_bs-88k.pt,88
0.55252,0.82666,Model-B-16_Data-2B_Samples-34B_lr-1e-3_bs-88k.pt,22
0.62244,0.87638,Model-B-16_Data-2B_Samples-34B_lr-1e-3_bs-88k.pt,104
0.5573,0.82976,Model-B-16_Data-2B_Samples-34B_lr-1e-3_bs-88k.pt,23
0.64386,0.88718,Model-B-16_Data-2B_Samples-34B_lr-1e-3_bs-88k.pt,119
0.61232,0.87094,Model-B-16_Data-2B_Samples-34B_lr-1e-3_bs-88k.pt,91
0.65662,0.8951,Model-B-16_Data-2B_Samples-34B_lr-1e-3_bs-88k.pt,132
0.5652,0.83516,Model-B-16_Data-2B_Samples-34B_lr-1e-3_bs-88k.pt,30
0.67256,0.90492,Model-B-16_Data-2B_Samples-34B_lr-1e-3_bs-88k.pt,145
0.6233,0.87788,Model-B-16_Data-2B_Samples-34B_lr-1e-3_bs-88k.pt,106
0.56348,0.83482,Model-B-16_Data-2B_Samples-34B_lr-1e-3_bs-88k.pt,32
0.64472,0.88886,Model-B-16_Data-2B_Samples-34B_lr-1e-3_bs-88k.pt,123
0.64854,0.89272,Model-B-16_Data-2B_Samples-34B_lr-1e-3_bs-88k.pt,125
0.53108,0.80716,Model-B-16_Data-2B_Samples-34B_lr-1e-3_bs-88k.pt,14
0.66864,0.90044,Model-B-16_Data-2B_Samples-34B_lr-1e-3_bs-88k.pt,141
0.63458,0.88532,Model-B-16_Data-2B_Samples-34B_lr-1e-3_bs-88k.pt,114
0.2431,0.4834,Model-B-16_Data-2B_Samples-34B_lr-1e-3_bs-88k.pt,2
0.66738,0.90114,Model-B-16_Data-2B_Samples-34B_lr-1e-3_bs-88k.pt,142
0.69346,0.9124,Model-B-16_Data-2B_Samples-34B_lr-1e-3_bs-88k.pt,158
0.68138,0.9082,Model-B-16_Data-2B_Samples-34B_lr-1e-3_bs-88k.pt,151
0.67554,0.90446,Model-B-16_Data-2B_Samples-34B_lr-1e-3_bs-88k.pt,146
0.56368,0.8381,Model-B-16_Data-2B_Samples-34B_lr-1e-3_bs-88k.pt,27
0.67258,0.90214,Model-B-16_Data-2B_Samples-34B_lr-1e-3_bs-88k.pt,144
0.46112,0.74358,Model-B-16_Data-2B_Samples-34B_lr-1e-3_bs-88k.pt,5
0.54764,0.82338,Model-B-16_Data-2B_Samples-34B_lr-1e-3_bs-88k.pt,17
0.61026,0.87012,Model-B-16_Data-2B_Samples-34B_lr-1e-3_bs-88k.pt,85
0.5811,0.84556,Model-B-16_Data-2B_Samples-34B_lr-1e-3_bs-88k.pt,49
0.7017,0.91758,Model-B-16_Data-2B_Samples-34B_lr-1e-3_bs-88k.pt,170
0.61354,0.8724,Model-B-16_Data-2B_Samples-34B_lr-1e-3_bs-88k.pt,87
0.5093,0.79344,Model-B-16_Data-2B_Samples-34B_lr-1e-3_bs-88k.pt,7
0.68746,0.91024,Model-B-16_Data-2B_Samples-34B_lr-1e-3_bs-88k.pt,155
0.55524,0.83084,Model-B-16_Data-2B_Samples-34B_lr-1e-3_bs-88k.pt,21
0.59342,0.85668,Model-B-16_Data-2B_Samples-34B_lr-1e-3_bs-88k.pt,63
0.56874,0.83902,Model-B-16_Data-2B_Samples-34B_lr-1e-3_bs-88k.pt,34
0.58114,0.8527,Model-B-16_Data-2B_Samples-34B_lr-1e-3_bs-88k.pt,60
0.66554,0.89934,Model-B-16_Data-2B_Samples-34B_lr-1e-3_bs-88k.pt,137
0.6097,0.86604,Model-B-16_Data-2B_Samples-34B_lr-1e-3_bs-88k.pt,84
0.59628,0.85938,Model-B-16_Data-2B_Samples-34B_lr-1e-3_bs-88k.pt,78
0.60098,0.86406,Model-B-16_Data-2B_Samples-34B_lr-1e-3_bs-88k.pt,77
0.591,0.85614,Model-B-16_Data-2B_Samples-34B_lr-1e-3_bs-88k.pt,65
0.57162,0.84378,Model-B-16_Data-2B_Samples-34B_lr-1e-3_bs-88k.pt,40
0.58336,0.8505,Model-B-16_Data-2B_Samples-34B_lr-1e-3_bs-88k.pt,69
0.59598,0.86128,Model-B-16_Data-2B_Samples-34B_lr-1e-3_bs-88k.pt,74
0.59306,0.85654,Model-B-16_Data-2B_Samples-34B_lr-1e-3_bs-88k.pt,61
0.54704,0.8213,Model-B-16_Data-2B_Samples-34B_lr-1e-3_bs-88k.pt,15
0.61368,0.87094,Model-B-16_Data-2B_Samples-34B_lr-1e-3_bs-88k.pt,90
0.5913,0.8549,Model-B-16_Data-2B_Samples-34B_lr-1e-3_bs-88k.pt,67
0.6531,0.8928,Model-B-16_Data-2B_Samples-34B_lr-1e-3_bs-88k.pt,129
0.64284,0.88578,Model-B-16_Data-2B_Samples-34B_lr-1e-3_bs-88k.pt,121
0.67616,0.90456,Model-B-16_Data-2B_Samples-34B_lr-1e-3_bs-88k.pt,147
0.63642,0.88332,Model-B-16_Data-2B_Samples-34B_lr-1e-3_bs-88k.pt,113
0.68136,0.9062,Model-B-16_Data-2B_Samples-34B_lr-1e-3_bs-88k.pt,148
0.59404,0.85954,Model-B-16_Data-2B_Samples-34B_lr-1e-3_bs-88k.pt,66
0.57364,0.8427,Model-B-16_Data-2B_Samples-34B_lr-1e-3_bs-88k.pt,36
0.67056,0.90114,Model-B-16_Data-2B_Samples-34B_lr-1e-3_bs-88k.pt,143
0.5904,0.85304,Model-B-16_Data-2B_Samples-34B_lr-1e-3_bs-88k.pt,72
0.60848,0.86888,Model-B-16_Data-2B_Samples-34B_lr-1e-3_bs-88k.pt,86
0.61244,0.8716,Model-B-16_Data-2B_Samples-34B_lr-1e-3_bs-88k.pt,94
0.43096,0.70966,Model-B-16_Data-2B_Samples-34B_lr-1e-3_bs-88k.pt,29
0.62404,0.87498,Model-B-16_Data-2B_Samples-34B_lr-1e-3_bs-88k.pt,103
0.61834,0.87376,Model-B-16_Data-2B_Samples-34B_lr-1e-3_bs-88k.pt,99
0.5872,0.85172,Model-B-16_Data-2B_Samples-34B_lr-1e-3_bs-88k.pt,62
0.61596,0.87534,Model-B-16_Data-2B_Samples-34B_lr-1e-3_bs-88k.pt,95
0.62574,0.87894,Model-B-16_Data-2B_Samples-34B_lr-1e-3_bs-88k.pt,105
0.5758,0.84634,Model-B-16_Data-2B_Samples-34B_lr-1e-3_bs-88k.pt,41
0.70028,0.91698,Model-B-16_Data-2B_Samples-34B_lr-1e-3_bs-88k.pt,165
0.53412,0.80918,Model-B-16_Data-2B_Samples-34B_lr-1e-3_bs-88k.pt,12
0.56588,0.83868,Model-B-16_Data-2B_Samples-34B_lr-1e-3_bs-88k.pt,37
0.58228,0.84944,Model-B-16_Data-2B_Samples-34B_lr-1e-3_bs-88k.pt,58
0.60134,0.8602,Model-B-16_Data-2B_Samples-34B_lr-1e-3_bs-88k.pt,73
0.66076,0.89558,Model-B-16_Data-2B_Samples-34B_lr-1e-3_bs-88k.pt,135
0.6009,0.86442,Model-B-16_Data-2B_Samples-34B_lr-1e-3_bs-88k.pt,79
0.63804,0.8842,Model-B-16_Data-2B_Samples-34B_lr-1e-3_bs-88k.pt,115
0.56768,0.84218,Model-B-16_Data-2B_Samples-34B_lr-1e-3_bs-88k.pt,42
0.59002,0.85838,Model-B-16_Data-2B_Samples-34B_lr-1e-3_bs-88k.pt,76
0.55744,0.82946,Model-B-16_Data-2B_Samples-34B_lr-1e-3_bs-88k.pt,18
0.51466,0.79344,Model-B-16_Data-2B_Samples-34B_lr-1e-3_bs-88k.pt,16
0.61816,0.87588,Model-B-16_Data-2B_Samples-34B_lr-1e-3_bs-88k.pt,98
0.69804,0.91536,Model-B-16_Data-2B_Samples-34B_lr-1e-3_bs-88k.pt,161
0.48926,0.77368,Model-B-16_Data-2B_Samples-34B_lr-1e-3_bs-88k.pt,6
0.54534,0.81908,Model-B-16_Data-2B_Samples-34B_lr-1e-3_bs-88k.pt,48
0.55448,0.82842,Model-B-16_Data-2B_Samples-34B_lr-1e-3_bs-88k.pt,19
0.6482,0.88944,Model-B-16_Data-2B_Samples-34B_lr-1e-3_bs-88k.pt,126
0.56042,0.83316,Model-B-16_Data-2B_Samples-34B_lr-1e-3_bs-88k.pt,24
0.5373,0.81424,Model-B-16_Data-2B_Samples-34B_lr-1e-3_bs-88k.pt,13
0.6445,0.88804,Model-B-16_Data-2B_Samples-34B_lr-1e-3_bs-88k.pt,120
0.64796,0.891,Model-B-16_Data-2B_Samples-34B_lr-1e-3_bs-88k.pt,122
0.5801,0.8464,Model-B-16_Data-2B_Samples-34B_lr-1e-3_bs-88k.pt,45
0.55414,0.82718,Model-B-16_Data-2B_Samples-34B_lr-1e-3_bs-88k.pt,25
0.6511,0.89236,Model-B-16_Data-2B_Samples-34B_lr-1e-3_bs-88k.pt,127
0.56774,0.83838,Model-B-16_Data-2B_Samples-34B_lr-1e-3_bs-88k.pt,31
0.37102,0.64938,Model-B-16_Data-2B_Samples-34B_lr-1e-3_bs-88k.pt,3
0.70044,0.91768,Model-B-16_Data-2B_Samples-34B_lr-1e-3_bs-88k.pt,167
0.66474,0.9004,Model-B-16_Data-2B_Samples-34B_lr-1e-3_bs-88k.pt,139
0.53304,0.80864,Model-B-16_Data-2B_Samples-34B_lr-1e-3_bs-88k.pt,11
0.5465,0.82408,Model-B-16_Data-2B_Samples-34B_lr-1e-3_bs-88k.pt,26
0.70144,0.91784,Model-B-16_Data-2B_Samples-34B_lr-1e-3_bs-88k.pt,171
0.63098,0.88026,Model-B-16_Data-2B_Samples-34B_lr-1e-3_bs-88k.pt,111
0.70108,0.91762,Model-B-16_Data-2B_Samples-34B_lr-1e-3_bs-88k.pt,169
0.56474,0.83842,Model-B-16_Data-2B_Samples-34B_lr-1e-3_bs-88k.pt,28
0.57876,0.84498,Model-B-16_Data-2B_Samples-34B_lr-1e-3_bs-88k.pt,47
0.68748,0.90968,Model-B-16_Data-2B_Samples-34B_lr-1e-3_bs-88k.pt,153
0.60904,0.86922,Model-B-16_Data-2B_Samples-34B_lr-1e-3_bs-88k.pt,96
0.0876,0.22464,Model-B-16_Data-2B_Samples-34B_lr-1e-3_bs-88k.pt,1
0.69346,0.91432,Model-B-16_Data-2B_Samples-34B_lr-1e-3_bs-88k.pt,159
0.69254,0.91268,Model-B-16_Data-2B_Samples-34B_lr-1e-3_bs-88k.pt,157
0.51792,0.79532,Model-B-16_Data-2B_Samples-34B_lr-1e-3_bs-88k.pt,39
0.58432,0.85156,Model-B-16_Data-2B_Samples-34B_lr-1e-3_bs-88k.pt,43
0.68872,0.91224,Model-B-16_Data-400M_Samples-34B_lr-1e-3_bs-88k.pt,81
0.63216,0.87974,Model-B-16_Data-400M_Samples-34B_lr-1e-3_bs-88k.pt,53
0.64454,0.88862,Model-B-16_Data-400M_Samples-34B_lr-1e-3_bs-88k.pt,59
0.6178,0.87182,Model-B-16_Data-400M_Samples-34B_lr-1e-3_bs-88k.pt,46
0.59312,0.85846,Model-B-16_Data-400M_Samples-34B_lr-1e-3_bs-88k.pt,33
0.57992,0.84568,Model-B-16_Data-400M_Samples-34B_lr-1e-3_bs-88k.pt,20
0.6239,0.87374,Model-B-16_Data-400M_Samples-34B_lr-1e-3_bs-88k.pt,50
0.6891,0.91232,Model-B-16_Data-400M_Samples-34B_lr-1e-3_bs-88k.pt,82
0.66974,0.90196,Model-B-16_Data-400M_Samples-34B_lr-1e-3_bs-88k.pt,70
0.66856,0.90316,Model-B-16_Data-400M_Samples-34B_lr-1e-3_bs-88k.pt,71
0.63398,0.88384,Model-B-16_Data-400M_Samples-34B_lr-1e-3_bs-88k.pt,57
0.62308,0.87542,Model-B-16_Data-400M_Samples-34B_lr-1e-3_bs-88k.pt,51
0.53678,0.81232,Model-B-16_Data-400M_Samples-34B_lr-1e-3_bs-88k.pt,8
0.63734,0.8832,Model-B-16_Data-400M_Samples-34B_lr-1e-3_bs-88k.pt,56
0.556,0.82506,Model-B-16_Data-400M_Samples-34B_lr-1e-3_bs-88k.pt,9
0.59886,0.86158,Model-B-16_Data-400M_Samples-34B_lr-1e-3_bs-88k.pt,35
0.67942,0.90704,Model-B-16_Data-400M_Samples-34B_lr-1e-3_bs-88k.pt,75
0.52304,0.79758,Model-B-16_Data-400M_Samples-34B_lr-1e-3_bs-88k.pt,4
0.63324,0.88138,Model-B-16_Data-400M_Samples-34B_lr-1e-3_bs-88k.pt,54
0.54698,0.82224,Model-B-16_Data-400M_Samples-34B_lr-1e-3_bs-88k.pt,10
0.61052,0.86908,Model-B-16_Data-400M_Samples-34B_lr-1e-3_bs-88k.pt,44
0.63282,0.88166,Model-B-16_Data-400M_Samples-34B_lr-1e-3_bs-88k.pt,55
0.6521,0.89426,Model-B-16_Data-400M_Samples-34B_lr-1e-3_bs-88k.pt,64
0.68976,0.91262,Model-B-16_Data-400M_Samples-34B_lr-1e-3_bs-88k.pt,83
0.6091,0.86676,Model-B-16_Data-400M_Samples-34B_lr-1e-3_bs-88k.pt,38
0.66454,0.89904,Model-B-16_Data-400M_Samples-34B_lr-1e-3_bs-88k.pt,68
0.6268,0.8789,Model-B-16_Data-400M_Samples-34B_lr-1e-3_bs-88k.pt,52
0.6882,0.91178,Model-B-16_Data-400M_Samples-34B_lr-1e-3_bs-88k.pt,80
0.57988,0.84658,Model-B-16_Data-400M_Samples-34B_lr-1e-3_bs-88k.pt,22
0.57628,0.84584,Model-B-16_Data-400M_Samples-34B_lr-1e-3_bs-88k.pt,23
0.59296,0.85308,Model-B-16_Data-400M_Samples-34B_lr-1e-3_bs-88k.pt,30
0.59458,0.85686,Model-B-16_Data-400M_Samples-34B_lr-1e-3_bs-88k.pt,32
0.5656,0.83286,Model-B-16_Data-400M_Samples-34B_lr-1e-3_bs-88k.pt,14
0.4287,0.70522,Model-B-16_Data-400M_Samples-34B_lr-1e-3_bs-88k.pt,2
0.59102,0.85352,Model-B-16_Data-400M_Samples-34B_lr-1e-3_bs-88k.pt,27
0.5318,0.80922,Model-B-16_Data-400M_Samples-34B_lr-1e-3_bs-88k.pt,5
0.56926,0.83736,Model-B-16_Data-400M_Samples-34B_lr-1e-3_bs-88k.pt,17
0.62242,0.87454,Model-B-16_Data-400M_Samples-34B_lr-1e-3_bs-88k.pt,49
0.5516,0.82224,Model-B-16_Data-400M_Samples-34B_lr-1e-3_bs-88k.pt,7
0.5765,0.84364,Model-B-16_Data-400M_Samples-34B_lr-1e-3_bs-88k.pt,21
0.65024,0.89334,Model-B-16_Data-400M_Samples-34B_lr-1e-3_bs-88k.pt,63
0.59502,0.85506,Model-B-16_Data-400M_Samples-34B_lr-1e-3_bs-88k.pt,34
0.64218,0.88654,Model-B-16_Data-400M_Samples-34B_lr-1e-3_bs-88k.pt,60
0.69032,0.9129,Model-B-16_Data-400M_Samples-34B_lr-1e-3_bs-88k.pt,84
0.68694,0.91012,Model-B-16_Data-400M_Samples-34B_lr-1e-3_bs-88k.pt,78
0.68422,0.90988,Model-B-16_Data-400M_Samples-34B_lr-1e-3_bs-88k.pt,77
0.65898,0.89682,Model-B-16_Data-400M_Samples-34B_lr-1e-3_bs-88k.pt,65
0.61186,0.86738,Model-B-16_Data-400M_Samples-34B_lr-1e-3_bs-88k.pt,40
0.66678,0.9019,Model-B-16_Data-400M_Samples-34B_lr-1e-3_bs-88k.pt,69
0.6765,0.90666,Model-B-16_Data-400M_Samples-34B_lr-1e-3_bs-88k.pt,74
0.6465,0.88926,Model-B-16_Data-400M_Samples-34B_lr-1e-3_bs-88k.pt,61
0.5658,0.83826,Model-B-16_Data-400M_Samples-34B_lr-1e-3_bs-88k.pt,15
0.6607,0.899,Model-B-16_Data-400M_Samples-34B_lr-1e-3_bs-88k.pt,67
0.65842,0.8951,Model-B-16_Data-400M_Samples-34B_lr-1e-3_bs-88k.pt,66
0.60214,0.8633,Model-B-16_Data-400M_Samples-34B_lr-1e-3_bs-88k.pt,36
0.67146,0.90378,Model-B-16_Data-400M_Samples-34B_lr-1e-3_bs-88k.pt,72
0.58792,0.85546,Model-B-16_Data-400M_Samples-34B_lr-1e-3_bs-88k.pt,29
0.64774,0.89038,Model-B-16_Data-400M_Samples-34B_lr-1e-3_bs-88k.pt,62
0.60654,0.86502,Model-B-16_Data-400M_Samples-34B_lr-1e-3_bs-88k.pt,41
0.5657,0.83316,Model-B-16_Data-400M_Samples-34B_lr-1e-3_bs-88k.pt,12
0.6027,0.86168,Model-B-16_Data-400M_Samples-34B_lr-1e-3_bs-88k.pt,37
0.64254,0.88466,Model-B-16_Data-400M_Samples-34B_lr-1e-3_bs-88k.pt,58
0.67758,0.9055,Model-B-16_Data-400M_Samples-34B_lr-1e-3_bs-88k.pt,73
0.68816,0.9116,Model-B-16_Data-400M_Samples-34B_lr-1e-3_bs-88k.pt,79
0.60938,0.86778,Model-B-16_Data-400M_Samples-34B_lr-1e-3_bs-88k.pt,42
0.68264,0.90942,Model-B-16_Data-400M_Samples-34B_lr-1e-3_bs-88k.pt,76
0.57132,0.84194,Model-B-16_Data-400M_Samples-34B_lr-1e-3_bs-88k.pt,18
0.57158,0.84008,Model-B-16_Data-400M_Samples-34B_lr-1e-3_bs-88k.pt,16
0.54116,0.81478,Model-B-16_Data-400M_Samples-34B_lr-1e-3_bs-88k.pt,6
0.6149,0.8717,Model-B-16_Data-400M_Samples-34B_lr-1e-3_bs-88k.pt,48
0.57218,0.8391,Model-B-16_Data-400M_Samples-34B_lr-1e-3_bs-88k.pt,19
